year,month,day,mean_T,iKid
2012,Dec,21,-4.4,FALSE
2012,Dec,22,-5.199999999999999,FALSE
2012,Dec,23,-4.25,FALSE
2012,Dec,24,-3.9,FALSE
2012,Dec,25,-2.9,FALSE
2012,Dec,26,-0.7,FALSE
2012,Dec,27,-0.8499999999999999,FALSE
2012,Dec,28,-6.5,FALSE
2012,Dec,29,0.35,FALSE
2012,Dec,30,2.85,FALSE
2012,Dec,31,2.6500000000000004,FALSE
2013,Jan,1,3.35,FALSE
2013,Jan,2,0.19999999999999996,FALSE
2013,Jan,3,-0.14999999999999997,FALSE
2013,Jan,4,1,FALSE
2013,Jan,5,-2.45,FALSE
2013,Jan,6,-2.05,FALSE
2013,Jan,7,-0.55,FALSE
2013,Jan,8,-0.24999999999999997,FALSE
2013,Jan,9,-1.2000000000000002,FALSE
2013,Jan,10,-2.45,FALSE
2013,Jan,11,-2.45,FALSE
2013,Jan,12,-4.3,FALSE
2013,Jan,13,-6.95,FALSE
2013,Jan,14,-5.35,FALSE
2013,Jan,15,-5.65,FALSE
2013,Jan,16,-4.550000000000001,FALSE
2013,Jan,17,-4.45,FALSE
2013,Jan,18,-9.75,FALSE
2013,Jan,19,-18.5,FALSE
2013,Jan,20,-4.25,FALSE
2013,Jan,21,-7.05,FALSE
2013,Jan,22,-15.3,FALSE
2013,Jan,23,-16.65,FALSE
2013,Jan,24,-17,FALSE
2013,Jan,25,-13.45,FALSE
2013,Jan,26,-4.75,FALSE
2013,Jan,27,-3.7,FALSE
2013,Jan,28,1.8,FALSE
2013,Jan,29,1.1,FALSE
2013,Jan,30,3.0999999999999996,FALSE
2013,Jan,31,1.1,FALSE
2013,Feb,1,-5.8,FALSE
2013,Feb,2,-6.7,FALSE
2013,Feb,3,-4.45,FALSE
2013,Feb,4,-1.5999999999999999,FALSE
2013,Feb,5,-0.1,FALSE
2013,Feb,6,-2.5,FALSE
2013,Feb,7,-3.15,FALSE
2013,Feb,8,-2.95,FALSE
2013,Feb,9,-5.7,FALSE
2013,Feb,10,-6.3,FALSE
2013,Feb,11,-5.1,FALSE
2013,Feb,12,-2.85,FALSE
2013,Feb,13,-2.95,FALSE
2013,Feb,14,-0.6,FALSE
2013,Feb,15,-0.05000000000000002,FALSE
2013,Feb,16,0,FALSE
2013,Feb,17,-0.15000000000000002,FALSE
2013,Feb,18,-2.8,FALSE
2013,Feb,19,-2.8499999999999996,FALSE
2013,Feb,20,-3.1,FALSE
2013,Feb,21,-7.1,FALSE
2013,Feb,22,-5.4,FALSE
2013,Feb,23,-5.35,FALSE
2013,Feb,24,-5.4,FALSE
2013,Feb,25,-7.65,FALSE
2013,Feb,26,-6,FALSE
2013,Feb,27,0.15,FALSE
2013,Feb,28,0.25,FALSE
2013,Dec,1,3.75,FALSE
2013,Dec,2,0.8999999999999999,FALSE
2013,Dec,3,5.15,FALSE
2013,Dec,4,0.25,FALSE
2013,Dec,5,2.55,FALSE
2013,Dec,6,-0.9000000000000001,FALSE
2013,Dec,7,-5.1,FALSE
2013,Dec,8,-8,FALSE
2013,Dec,9,-5.15,FALSE
2013,Dec,10,1.85,FALSE
2013,Dec,11,4.95,FALSE
2013,Dec,12,6.55,FALSE
2013,Dec,13,-0.20000000000000018,FALSE
2013,Dec,14,1.1500000000000001,FALSE
2013,Dec,15,3.55,FALSE
2013,Dec,16,6.800000000000001,FALSE
2013,Dec,17,3.3499999999999996,FALSE
2013,Dec,18,-0.10000000000000003,FALSE
2013,Dec,19,4.2,FALSE
2013,Dec,20,3.4,FALSE
2013,Dec,21,5.15,FALSE
2013,Dec,22,5,FALSE
2013,Dec,23,3.95,FALSE
2013,Dec,24,6.1,FALSE
2013,Dec,25,6.6,FALSE
2013,Dec,26,1.9,FALSE
2013,Dec,27,1.85,FALSE
2013,Dec,28,5.25,FALSE
2013,Dec,29,3.55,FALSE
2013,Dec,30,1.85,FALSE
2013,Dec,31,3.75,FALSE
2014,Jan,1,1.75,FALSE
2014,Jan,2,3.65,FALSE
2014,Jan,3,3.6,FALSE
2014,Jan,4,4.65,FALSE
2014,Jan,5,1.1,FALSE
2014,Jan,6,3.1,FALSE
2014,Jan,7,5.95,FALSE
2014,Jan,8,5.2,FALSE
2014,Jan,9,5.1,FALSE
2014,Jan,10,-1.65,FALSE
2014,Jan,11,-5.3,FALSE
2014,Jan,12,-9.15,FALSE
2014,Jan,13,-10.25,FALSE
2014,Jan,14,-6.4,FALSE
2014,Jan,15,-6.45,FALSE
2014,Jan,16,-6.7,FALSE
2014,Jan,17,-9.350000000000001,FALSE
2014,Jan,18,-6.55,FALSE
2014,Jan,19,-4.35,FALSE
2014,Jan,20,-3.7,FALSE
2014,Jan,21,-4.25,FALSE
2014,Jan,22,-7.95,FALSE
2014,Jan,23,-8,FALSE
2014,Jan,24,-5.6,FALSE
2014,Jan,25,-4.65,FALSE
2014,Jan,26,-4.2,FALSE
2014,Jan,27,-2,FALSE
2014,Jan,28,-1.25,FALSE
2014,Jan,29,-3.5,FALSE
2014,Jan,30,-3.65,FALSE
2014,Jan,31,-4.5,FALSE
2014,Feb,1,-1.1,FALSE
2014,Feb,2,1,FALSE
2014,Feb,3,1.75,FALSE
2014,Feb,4,0.09999999999999998,FALSE
2014,Feb,5,-0.25,FALSE
2014,Feb,6,-0.05,FALSE
2014,Feb,7,0.95,FALSE
2014,Feb,8,1.9,FALSE
2014,Feb,9,2.7,FALSE
2014,Feb,10,2.3499999999999996,FALSE
2014,Feb,11,0.55,FALSE
2014,Feb,12,0.2,FALSE
2014,Feb,13,0.45,FALSE
2014,Feb,14,1.25,FALSE
2014,Feb,15,2.1,FALSE
2014,Feb,16,4.050000000000001,FALSE
2014,Feb,17,1.85,FALSE
2014,Feb,18,-1.8,FALSE
2014,Feb,19,-2.65,FALSE
2014,Feb,20,-1.05,FALSE
2014,Feb,21,1.15,FALSE
2014,Feb,22,1.7,FALSE
2014,Feb,23,5.1,FALSE
2014,Feb,24,6.300000000000001,FALSE
2014,Feb,25,2.05,FALSE
2014,Feb,26,1.65,FALSE
2014,Feb,27,1.8,FALSE
2014,Feb,28,2.05,FALSE
2014,Dec,1,-0.75,FALSE
2014,Dec,2,0.8,FALSE
2014,Dec,3,0.8,FALSE
2014,Dec,4,1.5499999999999998,FALSE
2014,Dec,5,0.8999999999999999,FALSE
2014,Dec,6,0.40000000000000013,FALSE
2014,Dec,7,3.45,FALSE
2014,Dec,8,2.65,FALSE
2014,Dec,9,1.95,FALSE
2014,Dec,10,3,FALSE
2014,Dec,11,3.1500000000000004,FALSE
2014,Dec,12,1.05,FALSE
2014,Dec,13,0.8,FALSE
2014,Dec,14,0.6500000000000001,FALSE
2014,Dec,15,3.45,FALSE
2014,Dec,16,0.9500000000000001,FALSE
2014,Dec,17,-1.85,FALSE
2014,Dec,18,1.4,FALSE
2014,Dec,19,3.25,FALSE
2014,Dec,20,-1.25,FALSE
2014,Dec,21,-2.5,FALSE
2014,Dec,22,-0.45,FALSE
2014,Dec,23,-3.85,FALSE
2014,Dec,24,-3.4499999999999997,FALSE
2014,Dec,25,-10.8,FALSE
2014,Dec,26,-8.85,FALSE
2014,Dec,27,-11.75,FALSE
2014,Dec,28,-13.8,FALSE
2014,Dec,29,-8.15,FALSE
2014,Dec,30,-0.9,FALSE
2014,Dec,31,1,FALSE
2015,Jan,1,4.1,FALSE
2015,Jan,2,4.5,FALSE
2015,Jan,3,1.05,FALSE
2015,Jan,4,-0.4,FALSE
2015,Jan,5,-4.6,FALSE
2015,Jan,6,-1.75,FALSE
2015,Jan,7,-0.75,FALSE
2015,Jan,8,2.0999999999999996,FALSE
2015,Jan,9,-1.7,FALSE
2015,Jan,10,-2,FALSE
2015,Jan,11,-3,FALSE
2015,Jan,12,-2.75,FALSE
2015,Jan,13,2.05,FALSE
2015,Jan,14,1.8,FALSE
2015,Jan,15,1.15,FALSE
2015,Jan,16,3.95,FALSE
2015,Jan,17,1.75,FALSE
2015,Jan,18,1.7000000000000002,FALSE
2015,Jan,19,-0.8999999999999999,FALSE
2015,Jan,20,-0.8,FALSE
2015,Jan,21,-0.4,FALSE
2015,Jan,22,-2.15,FALSE
2015,Jan,23,-7.35,FALSE
2015,Jan,24,-2.2,FALSE
2015,Jan,25,-3.3499999999999996,FALSE
2015,Jan,26,-1,FALSE
2015,Jan,27,-0.7,FALSE
2015,Jan,28,1.4,FALSE
2015,Jan,29,0.7,FALSE
2015,Jan,30,-0.35000000000000003,FALSE
2015,Jan,31,0.1,FALSE
2015,Feb,1,-1.45,FALSE
2015,Feb,2,-5.6,FALSE
2015,Feb,3,-5.800000000000001,FALSE
2015,Feb,4,-5.300000000000001,FALSE
2015,Feb,5,-4.75,FALSE
2015,Feb,6,-1.7999999999999998,FALSE
2015,Feb,7,-1.95,FALSE
2015,Feb,8,-2.3,FALSE
2015,Feb,9,2.3,FALSE
2015,Feb,10,0.55,FALSE
2015,Feb,11,0,FALSE
2015,Feb,12,0.85,FALSE
2015,Feb,13,0,FALSE
2015,Feb,14,0.75,FALSE
2015,Feb,15,-2,FALSE
2015,Feb,16,-0.7,FALSE
2015,Feb,17,0.2,FALSE
2015,Feb,18,3.3,FALSE
2015,Feb,19,4.6,FALSE
2015,Feb,20,3.2,FALSE
2015,Feb,21,1.2000000000000002,FALSE
2015,Feb,22,0.9500000000000001,FALSE
2015,Feb,23,1.4,FALSE
2015,Feb,24,1.5999999999999999,FALSE
2015,Feb,25,2.95,FALSE
2015,Feb,26,-0.45,FALSE
2015,Feb,27,1.8,FALSE
2015,Feb,28,1.4500000000000002,FALSE
2015,Dec,1,-1.2,FALSE
2015,Dec,2,-0.3500000000000001,FALSE
2015,Dec,3,4.35,FALSE
2015,Dec,4,4.2,FALSE
2015,Dec,5,8.05,FALSE
2015,Dec,6,8.100000000000001,FALSE
2015,Dec,7,3.25,FALSE
2015,Dec,8,1.45,FALSE
2015,Dec,9,6.449999999999999,FALSE
2015,Dec,10,7.85,FALSE
2015,Dec,11,3.15,FALSE
2015,Dec,12,-1.25,FALSE
2015,Dec,13,-4.4,FALSE
2015,Dec,14,-7.15,FALSE
2015,Dec,15,-3.4,FALSE
2015,Dec,16,-2.45,FALSE
2015,Dec,17,1.15,FALSE
2015,Dec,18,6.95,FALSE
2015,Dec,19,8,FALSE
2015,Dec,20,10.9,FALSE
2015,Dec,21,7.85,FALSE
2015,Dec,22,4.85,FALSE
2015,Dec,23,6.65,FALSE
2015,Dec,24,5.949999999999999,FALSE
2015,Dec,25,5.699999999999999,FALSE
2015,Dec,26,-1.5499999999999998,FALSE
2015,Dec,27,-4.8999999999999995,FALSE
2015,Dec,28,-5.3999999999999995,FALSE
2015,Dec,29,-6.300000000000001,FALSE
2015,Dec,30,-2.5,FALSE
2015,Dec,31,-1.35,FALSE
2016,Jan,1,1.35,FALSE
2016,Jan,2,-3.45,FALSE
2016,Jan,3,-6.6,FALSE
2016,Jan,4,-8.45,FALSE
2016,Jan,5,-8.7,FALSE
2016,Jan,6,-15.25,FALSE
2016,Jan,7,-15.05,FALSE
2016,Jan,8,-6.9,FALSE
2016,Jan,9,-11.2,FALSE
2016,Jan,10,-3.1,FALSE
2016,Jan,11,-0.05,FALSE
2016,Jan,12,-3,FALSE
2016,Jan,13,-7.6,FALSE
2016,Jan,14,-15.5,FALSE
2016,Jan,15,-18.4,FALSE
2016,Jan,16,-16.4,FALSE
2016,Jan,17,-11.850000000000001,FALSE
2016,Jan,18,-8.45,FALSE
2016,Jan,19,-12.8,FALSE
2016,Jan,20,-11.7,FALSE
2016,Jan,21,-12.7,FALSE
2016,Jan,22,-10.95,FALSE
2016,Jan,23,-3.9000000000000004,FALSE
2016,Jan,24,-0.24999999999999997,FALSE
2016,Jan,25,0.8500000000000001,FALSE
2016,Jan,26,3.4,FALSE
2016,Jan,27,4.75,FALSE
2016,Jan,28,2.8,FALSE
2016,Jan,29,5.15,FALSE
2016,Jan,30,3.2,FALSE
2016,Jan,31,0.6,FALSE
2016,Feb,1,-2.8000000000000003,FALSE
2016,Feb,2,2.9,FALSE
2016,Feb,3,-1.0499999999999998,FALSE
2016,Feb,4,-2.25,FALSE
2016,Feb,5,-3.3,FALSE
2016,Feb,6,2.9,FALSE
2016,Feb,7,4.15,FALSE
2016,Feb,8,3.9,FALSE
2016,Feb,9,3.3499999999999996,FALSE
2016,Feb,10,1.05,FALSE
2016,Feb,11,0.75,FALSE
2016,Feb,12,-1.65,FALSE
2016,Feb,13,-2.25,FALSE
2016,Feb,14,-3.75,FALSE
2016,Feb,15,-8.2,FALSE
2016,Feb,16,-6.1,FALSE
2016,Feb,17,-1.65,FALSE
2016,Feb,18,-1.75,FALSE
2016,Feb,19,-0.8,FALSE
2016,Feb,20,-0.2,FALSE
2016,Feb,21,1.2000000000000002,FALSE
2016,Feb,22,-0.75,FALSE
2016,Feb,23,-2.9,FALSE
2016,Feb,24,-3.6999999999999997,FALSE
2016,Feb,25,-3.55,FALSE
2016,Feb,26,-2.15,FALSE
2016,Feb,27,-4.1,FALSE
2016,Feb,28,-3.95,FALSE
2016,Feb,29,-5,FALSE
2016,Dec,1,-3.95,FALSE
2016,Dec,2,-1,FALSE
2016,Dec,3,-5.4,FALSE
2016,Dec,4,-1.35,FALSE
2016,Dec,5,2.9000000000000004,FALSE
2016,Dec,6,-2.7,FALSE
2016,Dec,7,0.7999999999999999,FALSE
2016,Dec,8,6,FALSE
2016,Dec,9,3.8499999999999996,FALSE
2016,Dec,10,-0.55,FALSE
2016,Dec,11,-1.3,FALSE
2016,Dec,12,-6.050000000000001,FALSE
2016,Dec,13,-1,FALSE
2016,Dec,14,-1.15,FALSE
2016,Dec,15,-3.85,FALSE
2016,Dec,16,0.8,FALSE
2016,Dec,17,0.6,FALSE
2016,Dec,18,-1.05,FALSE
2016,Dec,19,2.1,FALSE
2016,Dec,20,4.55,FALSE
2016,Dec,21,1,FALSE
2016,Dec,22,4.45,FALSE
2016,Dec,23,2.8499999999999996,FALSE
2016,Dec,24,4.7,FALSE
2016,Dec,25,2.6,FALSE
2016,Dec,26,4.5,FALSE
2016,Dec,27,1.6,FALSE
2016,Dec,28,-1.05,FALSE
2016,Dec,29,4.05,FALSE
2016,Dec,30,6.300000000000001,FALSE
2016,Dec,31,8.2,FALSE
2017,Jan,1,1.8499999999999999,FALSE
2017,Jan,2,-2.2,FALSE
2017,Jan,3,-3.95,FALSE
2017,Jan,4,-4.6,FALSE
2017,Jan,5,-14.149999999999999,FALSE
2017,Jan,6,-9.7,FALSE
2017,Jan,7,-6,FALSE
2017,Jan,8,-5.15,FALSE
2017,Jan,9,2.2,FALSE
2017,Jan,10,1.1,FALSE
2017,Jan,11,1.15,FALSE
2017,Jan,12,1.7999999999999998,FALSE
2017,Jan,13,-1.35,FALSE
2017,Jan,14,-4.25,FALSE
2017,Jan,15,-5.6,FALSE
2017,Jan,16,-2.9000000000000004,FALSE
2017,Jan,17,-3.4,FALSE
2017,Jan,18,1.9,FALSE
2017,Jan,19,2.75,FALSE
2017,Jan,20,1.4,FALSE
2017,Jan,21,-1.5499999999999998,FALSE
2017,Jan,22,0.25,FALSE
2017,Jan,23,0.8,FALSE
2017,Jan,24,-4.6,FALSE
2017,Jan,25,1.2,FALSE
2017,Jan,26,3.1500000000000004,FALSE
2017,Jan,27,-0.75,FALSE
2017,Jan,28,-2.05,FALSE
2017,Jan,29,-1.9,FALSE
2017,Jan,30,1.9,FALSE
2017,Jan,31,0.2,FALSE
2017,Feb,1,-1,FALSE
2017,Feb,2,-1.2999999999999998,FALSE
2017,Feb,3,-1.75,FALSE
2017,Feb,4,0.04999999999999999,FALSE
2017,Feb,5,-0.04999999999999999,FALSE
2017,Feb,6,-2.7,FALSE
2017,Feb,7,-7.6499999999999995,FALSE
2017,Feb,8,-7.25,FALSE
2017,Feb,9,-4.05,FALSE
2017,Feb,10,-3.25,FALSE
2017,Feb,11,-4.9,FALSE
2017,Feb,12,-6.45,FALSE
2017,Feb,13,-1.55,FALSE
2017,Feb,14,-2.5,FALSE
2017,Feb,15,-2.8000000000000003,FALSE
2017,Feb,16,-0.95,FALSE
2017,Feb,17,0.6000000000000001,FALSE
2017,Feb,18,-1.7,FALSE
2017,Feb,19,4.550000000000001,FALSE
2017,Feb,20,2.25,FALSE
2017,Feb,21,-2.7,FALSE
2017,Feb,22,0.8,FALSE
2017,Feb,23,-3,FALSE
2017,Feb,24,-4.1499999999999995,FALSE
2017,Feb,25,-2.6500000000000004,FALSE
2017,Feb,26,-0.9500000000000001,FALSE
2017,Feb,27,0.7999999999999998,FALSE
2017,Feb,28,3.1,FALSE
2017,Dec,1,-0.15000000000000002,FALSE
2017,Dec,2,-0.3999999999999999,FALSE
2017,Dec,3,1.9500000000000002,FALSE
2017,Dec,4,-1.7999999999999998,FALSE
2017,Dec,5,-2.45,FALSE
2017,Dec,6,-2.85,FALSE
2017,Dec,7,3.5,FALSE
2017,Dec,8,4.6,FALSE
2017,Dec,9,2.25,FALSE
2017,Dec,10,-0.25,FALSE
2017,Dec,11,-1.5499999999999998,FALSE
2017,Dec,12,-1.05,FALSE
2017,Dec,13,-1.9500000000000002,FALSE
2017,Dec,14,1,FALSE
2017,Dec,15,0.85,FALSE
2017,Dec,16,0.39999999999999997,FALSE
2017,Dec,17,-6.1,FALSE
2017,Dec,18,0.25,FALSE
2017,Dec,19,-1.35,FALSE
2017,Dec,20,2.1500000000000004,FALSE
2017,Dec,21,-2.35,FALSE
2017,Dec,22,-2.85,FALSE
2017,Dec,23,2.95,FALSE
2017,Dec,24,-1,FALSE
2017,Dec,25,2.35,FALSE
2017,Dec,26,1.75,FALSE
2017,Dec,27,2.1,FALSE
2017,Dec,28,3.25,FALSE
2017,Dec,29,1.45,FALSE
2017,Dec,30,0.5,FALSE
2017,Dec,31,0.9,FALSE
2018,Jan,1,1.5499999999999998,FALSE
2018,Jan,2,2.1,FALSE
2018,Jan,3,1.65,FALSE
2018,Jan,4,1.45,FALSE
2018,Jan,5,-0.35000000000000003,FALSE
2018,Jan,6,-4.9,FALSE
2018,Jan,7,-3.65,FALSE
2018,Jan,8,-3.15,FALSE
2018,Jan,9,-2.05,FALSE
2018,Jan,10,-7.85,FALSE
2018,Jan,11,-2.05,FALSE
2018,Jan,12,-1,FALSE
2018,Jan,13,-1,FALSE
2018,Jan,14,-1.0499999999999998,FALSE
2018,Jan,15,-1.2,FALSE
2018,Jan,16,0.39999999999999997,FALSE
2018,Jan,17,-2.3,FALSE
2018,Jan,18,-3.15,FALSE
2018,Jan,19,-4.2,FALSE
2018,Jan,20,-3.3499999999999996,FALSE
2018,Jan,21,-10.75,FALSE
2018,Jan,22,-7.55,FALSE
2018,Jan,23,-3.7,FALSE
2018,Jan,24,2.5,FALSE
2018,Jan,25,5.3,FALSE
2018,Jan,26,3.0999999999999996,FALSE
2018,Jan,27,-1.45,FALSE
2018,Jan,28,0.4,FALSE
2018,Jan,29,0,FALSE
2018,Jan,30,-1.85,FALSE
2018,Jan,31,0.04999999999999999,FALSE
2018,Feb,1,0.15000000000000002,FALSE
2018,Feb,2,-4.75,FALSE
2018,Feb,3,-5.25,FALSE
2018,Feb,4,-5.9,FALSE
2018,Feb,5,-11.45,FALSE
2018,Feb,6,-7.8999999999999995,FALSE
2018,Feb,7,-5.699999999999999,FALSE
2018,Feb,8,-2.25,FALSE
2018,Feb,9,-4.65,FALSE
2018,Feb,10,-2.9,FALSE
2018,Feb,11,-2.3,FALSE
2018,Feb,12,1.05,FALSE
2018,Feb,13,0.15,FALSE
2018,Feb,14,-0.30000000000000004,FALSE
2018,Feb,15,-2.05,FALSE
2018,Feb,16,-0.5,FALSE
2018,Feb,17,-3.85,FALSE
2018,Feb,18,-1.55,FALSE
2018,Feb,19,-3.2,FALSE
2018,Feb,20,-6.6,FALSE
2018,Feb,21,-7.75,FALSE
2018,Feb,22,-5.699999999999999,FALSE
2018,Feb,23,-4.75,FALSE
2018,Feb,24,-7.95,FALSE
2018,Feb,25,-8.55,FALSE
2018,Feb,26,-8.3,FALSE
2018,Feb,27,-12.3,FALSE
2018,Feb,28,-12.75,FALSE
2018,Dec,1,2.25,FALSE
2018,Dec,2,3.35,FALSE
2018,Dec,3,4.7,FALSE
2018,Dec,4,3.3499999999999996,FALSE
2018,Dec,5,-1.1,FALSE
2018,Dec,6,0,FALSE
2018,Dec,7,0.65,FALSE
2018,Dec,8,4.75,FALSE
2018,Dec,9,3.5,FALSE
2018,Dec,10,-1.2,FALSE
2018,Dec,11,2.25,FALSE
2018,Dec,12,-0.6499999999999999,FALSE
2018,Dec,13,-1.9500000000000002,FALSE
2018,Dec,14,-2.4000000000000004,FALSE
2018,Dec,15,-3.6,FALSE
2018,Dec,16,-0.7,FALSE
2018,Dec,17,-0.95,FALSE
2018,Dec,18,-0.8500000000000001,FALSE
2018,Dec,19,-0.4,FALSE
2018,Dec,20,0.35000000000000003,FALSE
2018,Dec,21,-2.15,FALSE
2018,Dec,22,-4.1,FALSE
2018,Dec,23,-6.95,FALSE
2018,Dec,24,-8.15,FALSE
2018,Dec,25,0.3999999999999999,FALSE
2018,Dec,26,1.65,FALSE
2018,Dec,27,-0.9,FALSE
2018,Dec,28,-3,FALSE
2018,Dec,29,-1.75,FALSE
2018,Dec,30,-2.15,FALSE
2018,Dec,31,-0.6,FALSE
2019,Jan,1,3.1,FALSE
2019,Jan,2,-1.6,FALSE
2019,Jan,3,-2.5,FALSE
2019,Jan,4,3.3499999999999996,FALSE
2019,Jan,5,0.04999999999999999,FALSE
2019,Jan,6,0.25,FALSE
2019,Jan,7,0.65,FALSE
2019,Jan,8,0.2,FALSE
2019,Jan,9,-2.3,FALSE
2019,Jan,10,-4.35,FALSE
2019,Jan,11,0.95,FALSE
2019,Jan,12,-3.3499999999999996,FALSE
2019,Jan,13,-4,FALSE
2019,Jan,14,-4.8,FALSE
2019,Jan,15,-3.9,FALSE
2019,Jan,16,-5.45,FALSE
2019,Jan,17,-6.35,FALSE
2019,Jan,18,-9.35,FALSE
2019,Jan,19,-6.5,FALSE
2019,Jan,20,-9.9,FALSE
2019,Jan,21,-8.85,FALSE
2019,Jan,22,-3.75,FALSE
2019,Jan,23,-6.75,FALSE
2019,Jan,24,-8.4,FALSE
2019,Jan,25,-5.45,FALSE
2019,Jan,26,-5.55,FALSE
2019,Jan,27,-7.9,FALSE
2019,Jan,28,-2.6500000000000004,FALSE
2019,Jan,29,-3.3,FALSE
2019,Jan,30,-9.350000000000001,FALSE
2019,Jan,31,-8.25,FALSE
2019,Feb,1,-2.25,FALSE
2019,Feb,2,0.2,FALSE
2019,Feb,3,-7.7,FALSE
2019,Feb,4,-6.6,FALSE
2019,Feb,5,-1.85,FALSE
2019,Feb,6,-9.9,FALSE
2019,Feb,7,0.8999999999999999,FALSE
2019,Feb,8,2.9000000000000004,FALSE
2019,Feb,9,2.85,FALSE
2019,Feb,10,3.6,FALSE
2019,Feb,11,0.15000000000000002,FALSE
2019,Feb,12,-2,FALSE
2019,Feb,13,3.5,FALSE
2019,Feb,14,3.25,FALSE
2019,Feb,15,3.2,FALSE
2019,Feb,16,3.5999999999999996,FALSE
2019,Feb,17,0.7999999999999999,FALSE
2019,Feb,18,4.3,FALSE
2019,Feb,19,4.25,FALSE
2019,Feb,20,0.39999999999999997,FALSE
2019,Feb,21,-3.8,FALSE
2019,Feb,22,-5.3,FALSE
2019,Feb,23,2.5,FALSE
2019,Feb,24,3.95,FALSE
2019,Feb,25,3.0500000000000003,FALSE
2019,Feb,26,3.7,FALSE
2019,Feb,27,3.6,FALSE
2019,Feb,28,2.8,FALSE
2019,Dec,1,-4.2,FALSE
2019,Dec,2,-6.35,FALSE
2019,Dec,3,-2.25,FALSE
2019,Dec,4,3,FALSE
2019,Dec,5,6.75,FALSE
2019,Dec,6,4.1,FALSE
2019,Dec,7,3.65,FALSE
2019,Dec,8,3.1500000000000004,FALSE
2019,Dec,9,2.85,FALSE
2019,Dec,10,-5.25,FALSE
2019,Dec,11,3.0999999999999996,FALSE
2019,Dec,12,2.55,FALSE
2019,Dec,13,2.3,FALSE
2019,Dec,14,3.4000000000000004,FALSE
2019,Dec,15,3.2,FALSE
2019,Dec,16,2.5,FALSE
2019,Dec,17,2.75,FALSE
2019,Dec,18,0.1,FALSE
2019,Dec,19,-1.5,FALSE
2019,Dec,20,4.25,FALSE
2019,Dec,21,5.15,FALSE
2019,Dec,22,3.4,FALSE
2019,Dec,23,0.75,FALSE
2019,Dec,24,1.9000000000000001,FALSE
2019,Dec,25,2.1,FALSE
2019,Dec,26,-0.5,FALSE
2019,Dec,27,-2.3,FALSE
2019,Dec,28,-3.4,FALSE
2019,Dec,29,3.6500000000000004,FALSE
2019,Dec,30,7.550000000000001,FALSE
2019,Dec,31,3.35,FALSE
2020,Jan,1,3.6,FALSE
2020,Jan,2,6.2,FALSE
2020,Jan,3,4.7,FALSE
2020,Jan,4,1.55,FALSE
2020,Jan,5,-0.55,FALSE
2020,Jan,6,4.95,FALSE
2020,Jan,7,5.2,FALSE
2020,Jan,8,6.300000000000001,FALSE
2020,Jan,9,1.6500000000000001,FALSE
2020,Jan,10,-1.85,FALSE
2020,Jan,11,1.75,FALSE
2020,Jan,12,5,FALSE
2020,Jan,13,2.05,FALSE
2020,Jan,14,3.45,FALSE
2020,Jan,15,7.5,FALSE
2020,Jan,16,6.15,FALSE
2020,Jan,17,3.3000000000000003,FALSE
2020,Jan,18,4.3,FALSE
2020,Jan,19,0.7,FALSE
2020,Jan,20,3.05,FALSE
2020,Jan,21,6.199999999999999,FALSE
2020,Jan,22,2.05,FALSE
2020,Jan,23,0.8999999999999999,FALSE
2020,Jan,24,3.85,FALSE
2020,Jan,25,0.75,FALSE
2020,Jan,26,5.65,FALSE
2020,Jan,27,4.35,FALSE
2020,Jan,28,3.1500000000000004,FALSE
2020,Jan,29,2.8,FALSE
2020,Jan,30,1.95,FALSE
2020,Jan,31,2,FALSE
2020,Feb,1,5.5,FALSE
2020,Feb,2,2.2,FALSE
2020,Feb,3,-1.75,FALSE
2020,Feb,4,-2.3,FALSE
2020,Feb,5,-0.30000000000000004,FALSE
2020,Feb,6,0.09999999999999998,FALSE
2020,Feb,7,-0.15000000000000002,FALSE
2020,Feb,8,2.75,FALSE
2020,Feb,9,4.25,FALSE
2020,Feb,10,5.75,FALSE
2020,Feb,11,3.1500000000000004,FALSE
2020,Feb,12,3.25,FALSE
2020,Feb,13,-1.3,FALSE
2020,Feb,14,-2.45,FALSE
2020,Feb,15,3.2,FALSE
2020,Feb,16,7.5,FALSE
2020,Feb,17,5.7,FALSE
2020,Feb,18,5.7,FALSE
2020,Feb,19,2.05,FALSE
2020,Feb,20,0.8,FALSE
2020,Feb,21,5.550000000000001,FALSE
2020,Feb,22,6.1,FALSE
2020,Feb,23,3.85,FALSE
2020,Feb,24,-0.30000000000000004,FALSE
2020,Feb,25,-0.95,FALSE
2020,Feb,26,-1.5,FALSE
2020,Feb,27,-2.3,FALSE
2020,Feb,28,-3.05,FALSE
2020,Feb,29,0.95,FALSE
2020,Dec,1,1.25,FALSE
2020,Dec,2,1.2,FALSE
2020,Dec,3,2.95,FALSE
2020,Dec,4,2.95,FALSE
2020,Dec,5,5.15,FALSE
2020,Dec,6,6.45,FALSE
2020,Dec,7,4.95,FALSE
2020,Dec,8,3.1500000000000004,FALSE
2020,Dec,9,2.8,FALSE
2020,Dec,10,2.4000000000000004,FALSE
2020,Dec,11,1.35,FALSE
2020,Dec,12,4.300000000000001,FALSE
2020,Dec,13,3.2,FALSE
2020,Dec,14,1.05,FALSE
2020,Dec,15,5.55,FALSE
2020,Dec,16,4.449999999999999,FALSE
2020,Dec,17,3.75,FALSE
2020,Dec,18,5,FALSE
2020,Dec,19,5.6,FALSE
